Condition,Power,Subject,Pair
IPS,-0.00277309618057349,1,1
IPS,0.0291592445217702,1,2
IPS,-0.0184267757924145,1,3
IPS,-0.00229956127522691,1,4
IPS,-0.0121653987856608,2,1
IPS,0.158619686277941,2,2
IPS,-0.072251649752621,2,3
IPS,0.00346782686087641,2,4
IPS,-0.140991111048736,2,5
IPS,0.0822348420708516,2,6
IPS,0.0499097043745635,2,7
IPS,-0.00388454315471205,2,8
IPS,0.154321498649066,2,9
IPS,-0.110944993927034,2,10
IPS,-0.0601207006852675,2,11
IPS,0.020175948958656,2,12
IPS,0.0954888295072746,2,13
IPS,0.125579633990811,2,14
IPS,-0.092854252601956,2,15
IPS,-0.0640227855967827,2,16
IPS,0.0145697123092034,3,1
IPS,0.0491222212983723,3,2
IPS,0.0327928171254829,3,3
IPS,0.00999424031015401,3,4
IPS,0.0153257885649009,3,5
IPS,0.0102165052457184,3,6
IPS,0.0103967975134208,3,7
IPS,-0.0358374613641775,4,1
IPS,0.0180084179573064,4,2
IPS,0.0463455785011832,4,3
IPS,-0.0162683529696293,4,4
IPS,-0.00899409935140486,5,1
IPS,-0.0165831884959297,6,1
IPS,0.0511855250249731,6,2
IPS,-0.016277874795866,6,3
IPS,0.0188454967046034,7,1
IPS,0.00340212922039619,7,2
IPS,0.00122690751688583,7,3
IPS,-0.00918183537469449,7,4
IPS,-0.0267832685055588,7,5
IPS,-0.0216068741454758,7,6
IPS,-0.0235642604709489,7,7
IPS,-0.00990663613653767,8,1
IPS,0.00712850834670987,8,2
IPS,0.00805166740038422,8,3
IPS,-0.00354972340129444,8,4
IPS,-0.0030014121261128,8,5
IPS,-0.00269330590167837,8,6
IPS,-0.048381987658579,9,1
IPS,-0.0235938772491399,10,1
IPS,-0.0013952151573079,11,1
IPS,-0.08328460601087,11,2
IPS,-0.0177570194274671,11,3
IPS,-0.0712974443463485,11,4
IPS,0.0187051762443473,11,5
IPS,0.00660103003962627,11,6
IPS,0.0128686669742293,11,7
IPS,-0.0540840369567722,11,8
IPS,0.0380744881016899,11,9
IPS,0.00490706347416481,12,1
IPS,0.00864763487304979,12,2
IPS,0.0171602212866319,12,3
IPS,-0.0211500599451957,13,1
IPS,0.0106953301200983,13,2
IPS,-0.0205869385361285,14,1
IPS,0.0565522033403022,14,2
IPS,-0.0962335544099369,14,3
